,Ticket,Order Type,Currency Pair,Time Frame,Weight,Volume,SL,TP,Open Price,Close Price,Margin requirment,Porfit
0,AUDUSD_10min30,sell,AUDUSD,10min,0.14285714285714285,0.055358083437311495,0.7119273599999999,0.71335264,0.7126399999999999,0.71318,39.450384580765665,-2.989336505614821
1,EURUSD_10min30,sell,EURUSD,10min,0.14285714285714285,0.03373067416295362,1.16840043,1.17073957,1.16957,1.16963,39.45038458076566,-0.20238404497772172
2,GBPUSD_10min30,sell,GBPUSD,10min,0.14285714285714285,0.028978444200155478,1.36000863,1.3627313699999999,1.36137,1.36135,39.450384580765665,0.057956888400310956
3,NZDUSD_10min30,sell,NZDUSD,10min,0.14285714285714285,0.057748608748961656,0.6824568599999999,0.68382314,0.68314,0.68312,39.450384580765665,0.11549721749792331
4,USDCAD_10min30,buy,USDCAD,10min,0.14285714285714285,0.05061997196711784,0.7785649154801152,0.7801236039995948,0.779344259739855,0.7794050022213043,39.450384580765665,0.3074782708175207
5,USDCHF_10min30,sell,USDCHF,10min,0.14285714285714285,0.03615864449134658,1.0899450117831893,1.0921270838788515,1.0910360478310204,1.090857523098908,39.450384580765665,0.6455212321365837
6,USDJPY_10min30,buy,USDJPY,10min,0.14285714285714285,4.329813839046607,,,0.009111335047479166,0.009109791203585613,39.450384580765665,-0.6684556655633389
7,AUDUSD_10min40,sell,AUDUSD,10min,0.14285714285714285,0.05478567299921914,0.7126696810344828,0.7135303189655171,0.7131,0.7127399999999999,39.06766341574317,1.972284227971889
8,EURUSD_10min40,sell,EURUSD,10min,0.14285714285714285,0.033410869158514996,1.1690307617910447,1.1695892382089554,1.16931,1.1696799999999998,39.06766341574317,-1.2362021588645686
9,GBPUSD_10min40,sell,GBPUSD,10min,0.14285714285714285,0.028701531341230827,1.360542678173913,1.361797321826087,1.36117,1.36169,39.06766341574317,-1.492479629744003
10,NZDUSD_10min40,buy,NZDUSD,10min,0.14285714285714285,0.057195068391858936,0.68237694,0.68374306,0.68306,0.6833,39.06766341574317,1.3726816414046143
11,USDCAD_10min40,buy,USDCAD,10min,0.14285714285714285,0.05012537486893511,0.7786195286195287,0.7801783264746228,0.7793989275470757,0.7793624814901411,39.06766341574317,-0.18268722663441664
12,USDCHF_10min40,sell,USDCHF,10min,0.14285714285714285,0.03581762449618749,1.090049651566444,1.0914274265631576,1.0907385390648008,1.0907028489158415,39.06766341574317,0.12783363536356454
13,USDJPY_10min40,buy,USDJPY,10min,0.14285714285714285,4.288262074829048,0.00910126178654398,0.009119482530861386,0.009110372158702683,0.009110289160577956,39.06766341574317,-0.03559177105499371
