,Ticket,Order Type,Currency Pair,Time Frame,Weight,Volume,SL,TP,Open Price,Close Price,Margin requirment,Porfit
0,AUDUSD_10min30,buy,AUDUSD,10min,0.14285714285714285,0.1883954949261682,0.7353639,0.7368361,0.7361,0.73625,138.6779238151524,2.8259324238925227
1,EURUSD_10min30,buy,EURUSD,10min,0.14285714285714285,0.11678042611443475,1.18632249,1.1886975100000001,1.18751,1.18725,138.6779238151524,-3.0362910789770026
2,GBPUSD_10min30,sell,GBPUSD,10min,0.14285714285714285,0.09990916963138845,1.38665196,1.3894280399999999,1.38804,1.3882,138.6779238151524,-1.5985467141022152
3,NZDUSD_10min30,buy,NZDUSD,10min,0.14285714285714285,0.1990839872163318,0.69588342,0.6972765799999999,0.69658,0.69688,138.6779238151524,5.972519616489954
4,USDCAD_10min30,sell,USDCAD,10min,0.14285714285714285,0.17339594204227582,0.7989762866397409,0.8005758387651457,0.7997760627024433,0.7995778229095037,138.6779238151524,3.437397564702184
5,USDCHF_10min30,sell,USDCHF,10min,0.14285714285714285,0.12555205832604824,1.1034406583089411,1.1056497487159662,1.1045452035124537,1.1048136731740192,138.6779238151524,-3.3706918607642122
6,USDJPY_10min30,buy,USDJPY,10min,0.14285714285714285,8.0,0.009138559497739646,0.009156854912149535,0.00914770720494459,0.009147875405936971,73.18165763955673,0.13456079390471132
7,AUDUSD_10min40,sell,AUDUSD,10min,0.14285714285714285,0.18918967608316972,0.73550376,0.7369762400000001,0.73624,0.7363,139.28900711947287,-1.1351380564990183
8,EURUSD_10min40,buy,EURUSD,10min,0.14285714285714285,0.11731675253684683,1.1864984733333332,1.1880815266666667,1.18729,1.18713,139.28900711947287,-1.8770680405895492
9,GBPUSD_10min40,sell,GBPUSD,10min,0.14285714285714285,0.10033568437468782,1.3881308407142872,1.388329159285713,1.38823,1.38829,139.28900711947287,-0.6020141062481269
10,NZDUSD_10min40,buy,NZDUSD,10min,0.14285714285714285,0.19986082837512067,0.69623307,0.6976269300000001,0.69693,0.69787,139.28900711947287,18.786917867261344
11,USDCAD_10min40,sell,USDCAD,10min,0.14285714285714285,0.1741572242716905,0.7993089824286391,0.8002687290555291,0.7997888557420841,0.7997824591711055,139.28900711947287,0.11140090465048418
12,USDCHF_10min40,sell,USDCHF,10min,0.14285714285714285,0.1260760519041197,1.103696665709172,1.1059062686435248,1.1048014671763484,1.1046916253327883,139.28900711947287,1.3848425969931686
13,USDJPY_10min40,buy,USDJPY,10min,0.14285714285714285,8.0,0.00914532718288472,0.009150252915988255,0.009147790049436487,0.009148461228821311,73.1823203954919,0.5369435078591778
14,AUDUSD_10min50,buy,AUDUSD,10min,0.14285714285714285,0.19245623960795466,0.73552374,0.7369962600000001,0.73626,0.73652,141.6978309737527,5.003862229806821
15,EURUSD_10min50,buy,EURUSD,10min,0.14285714285714285,0.11934659976901212,1.187127784615385,1.1874322153846149,1.18728,1.18735,141.6978309737527,0.8354261983830849
16,GBPUSD_10min50,buy,GBPUSD,10min,0.14285714285714285,0.10206571416390745,1.3869117000000002,1.3896883,1.3883,1.38866,141.6978309737527,3.674365709900668
17,NZDUSD_10min50,buy,NZDUSD,10min,0.14285714285714285,0.2033171638094969,0.69623307,0.6976269300000001,0.69693,0.6975399999999999,141.6978309737527,12.40234699237931
18,USDCAD_10min50,sell,USDCAD,10min,0.14285714285714285,0.17719030367605826,0.7991445570615172,0.8002412787775206,0.7996929179195189,0.7997952524153816,141.6978309737527,-1.8132680398455616
19,USDCHF_10min50,sell,USDCHF,10min,0.14285714285714285,0.12824928983603381,1.1040924441801705,1.1056325555436142,1.1048624998618923,1.1047770559901011,141.6978309737527,1.0958115878064136
20,USDJPY_10min50,buy,USDJPY,10min,0.14285714285714285,8.0,0.009147087210035171,0.009148494562479209,0.00914779088625719,0.009148126463700234,73.18232709005753,0.268461954434315
21,AUDUSD_10min60,buy,AUDUSD,10min,0.14285714285714285,0.19644481055423332,0.73587339,0.73734661,0.73661,0.73657,144.70321190235381,-0.7857792422169333
22,EURUSD_10min60,buy,EURUSD,10min,0.14285714285714285,0.12188099549577076,1.1869455769230775,1.1875544230769224,1.18725,1.1873,144.70321190235381,0.6094049774806274
23,GBPUSD_10min60,buy,GBPUSD,10min,0.14285714285714285,0.10421774464147861,1.3870815300000001,1.38985847,1.38847,1.38869,144.70321190235381,2.2927903821125293
24,NZDUSD_10min60,buy,NZDUSD,10min,0.14285714285714285,0.2069169232012838,0.6989061636363637,0.6997538363636363,0.69933,0.69745,144.70321190235381,-38.90038156184136
25,USDCAD_10min60,sell,USDCAD,10min,0.14285714285714285,0.1809122966166798,0.7998071212039843,0.7998985329556503,0.7998528270798173,0.7997888557420841,144.70321190235381,1.1573201626961227
