,Ticket,Order Type,Currency Pair,Time Frame,Weight,Volume,SL,TP,Open Price,Close Price,Margin requirment,Porfit
0,AUDUSD_10min30,buy,AUDUSD,10min,0.14285714285714285,0.1298825110687896,0.7341051599999999,0.73557484,0.7348399999999999,0.73468,95.44286443378935,-2.0781201771006335
1,EURUSD_10min30,buy,EURUSD,10min,0.14285714285714285,0.08143102752718637,1.1708979300000002,1.1732420700000001,1.1720700000000002,1.172,95.44286443378934,-0.5700171926914895
2,GBPUSD_10min30,buy,GBPUSD,10min,0.14285714285714285,0.0689735679841803,1.3823762400000001,1.38514376,1.38376,1.38352,95.44286443378934,-1.6553656316203273
3,NZDUSD_10min30,sell,NZDUSD,10min,0.14285714285714285,0.1362690811447592,0.6996996,0.7011004000000001,0.7004,0.70067,95.44286443378934,-3.6792651909084984
4,USDCAD_10min30,sell,USDCAD,10min,0.14285714285714285,0.11948110427008352,0.7980125573147157,0.7996101800520825,0.7988113686833991,0.7988113686833991,95.44286443378934,-0.0
5,USDCHF_10min30,buy,USDCHF,10min,0.14285714285714285,0.08808708287187718,1.0824222855471162,1.0845892971297932,1.0835057913384547,1.0839168418998895,95.44286443378934,3.6208244869628
6,USDJPY_10min30,sell,USDJPY,10min,0.14285714285714285,8.0,0.009036471524712352,0.00905456255879586,0.009045517041754107,0.009045841884292284,72.36413633403286,-0.2598740305420506
7,AUDUSD_10min40,buy,AUDUSD,10min,0.14285714285714285,0.12902128666416687,0.73399527,0.73546473,0.73473,0.73456,94.79580995076333,-2.193361873290837
8,EURUSD_10min40,buy,EURUSD,10min,0.14285714285714285,0.08088448702699114,1.1708180099999999,1.1731619899999999,1.1719899999999999,1.17202,94.79580995076333,0.24265346108215044
9,GBPUSD_10min40,buy,GBPUSD,10min,0.14285714285714285,0.06850645705565551,1.3832012715517241,1.384298728448276,1.38375,1.38396,94.79580995076331,1.4386355981687657
10,NZDUSD_10min40,buy,NZDUSD,10min,0.14285714285714285,0.13531819732030054,0.69983946,0.7012405399999999,0.7005399999999999,0.70065,94.79580995076333,1.4885001705233059
11,USDCAD_10min40,buy,USDCAD,10min,0.14285714285714285,0.11866634285446505,0.798044431662952,0.7996421182128277,0.7988432749378899,0.7986454972366867,94.79580995076333,-2.3469556499941935
12,USDCHF_10min40,sell,USDCHF,10min,0.14285714285714285,0.08745577038627572,1.0828446621936547,1.0850125193752236,1.0839285907844391,1.0838933448948624,94.79580995076333,0.30824564258854265
13,USDJPY_10min40,sell,USDJPY,10min,0.14285714285714285,8.0,0.009039788866173354,0.009052227127168784,0.009046007996671069,0.009045429493726408,72.36806397336855,0.4628023557288543
14,AUDUSD_10min50,sell,AUDUSD,10min,0.14285714285714285,0.12891583098687348,0.73394532,0.73541468,0.73468,0.73475,94.71188270943621,-0.9024108169081144
15,EURUSD_10min50,buy,EURUSD,10min,0.14285714285714285,0.08081218661214694,1.1709345454545461,1.1730654545454537,1.172,1.1719,94.71188270943621,-0.8081218661214694
16,GBPUSD_10min50,buy,GBPUSD,10min,0.14285714285714285,0.06843986986453654,1.3836791213793103,1.38406087862069,1.3838700000000002,1.38355,94.71188270943621,-2.190075835667161
17,NZDUSD_10min50,buy,NZDUSD,10min,0.14285714285714285,0.13517523864561445,0.69995934,0.7013606600000001,0.7006600000000001,0.70073,94.71188270943622,0.9462266705193012
