,Ticket,Order Type,Currency Pair,Time Frame,Weight,Volume,SL,TP,Open Price,Close Price,Margin requirment,Porfit
0,AUDUSD_10min30,sell,AUDUSD,10min,0.14285714285714285,0.16484122998569045,0.73262664,0.73409336,0.73336,0.7336,120.88796442230596,-3.956189519656571
1,EURUSD_10min30,buy,EURUSD,10min,0.14285714285714285,0.10304561601014872,1.1719768499999998,1.17432315,1.17315,1.17323,120.88796442230596,0.8243649280826892
2,GBPUSD_10min30,buy,GBPUSD,10min,0.14285714285714285,0.08754795297164433,1.37943918,1.3822008200000002,1.3808200000000002,1.3808200000000002,120.88796442230596,0.0
3,NZDUSD_10min30,buy,NZDUSD,10min,0.14285714285714285,0.17266749189039873,0.69941988,0.7008201199999999,0.70012,0.70007,120.88796442230596,-0.8633374594519937
4,USDCAD_10min30,buy,USDCAD,10min,0.14285714285714285,0.15139041560534222,0.7977194327328477,0.7993164686342148,0.7985179506835313,0.7985498335023598,120.88796442230596,0.48267531931093766
5,USDCHF_10min30,buy,USDCHF,10min,0.14285714285714285,0.11159288883787484,1.0822112207645893,1.084377809795149,1.0832945152798692,1.083130246412131,120.88796442230596,-1.833123749702554
6,USDJPY_10min30,buy,USDJPY,10min,0.14285714285714285,8.0,0.009047436278969681,0.009065549264513166,0.009056492771741424,0.009055346276441611,72.4519421739314,-0.9171962398504547
7,AUDUSD_10min40,sell,AUDUSD,10min,0.14285714285714285,0.16361664300989578,0.73275651,0.73422349,0.73349,0.7338100000000001,120.01117148132846,-5.235732576319046
8,EURUSD_10min40,buy,EURUSD,10min,0.14285714285714285,0.10229823252041809,1.1722024557692303,1.1740975442307695,1.17315,1.17313,120.01117148132846,-0.20459646503934753
9,GBPUSD_10min40,buy,GBPUSD,10min,0.14285714285714285,0.08691297307493259,1.3797993939130435,1.3818406060869568,1.3808200000000002,1.38095,120.01117148132846,1.1298686499715942
10,NZDUSD_10min40,sell,NZDUSD,10min,0.14285714285714285,0.17142493926598168,0.69937992,0.70078008,0.70008,0.70025,120.01117148132846,-2.9142239675216883
11,USDCAD_10min40,sell,USDCAD,10min,0.14285714285714285,0.15030439138664542,0.7976557384902827,0.7992526468756487,0.7984541926829657,0.7984924462614583,120.01117148132846,-0.574968083371125
12,USDCHF_10min40,buy,USDCHF,10min,0.14285714285714285,0.1108183157458587,1.0823143717880561,1.0835942268690806,1.0829542993285683,1.083012942004657,120.01117148132846,0.6498682594989023
13,USDJPY_10min40,buy,USDJPY,10min,0.14285714285714285,8.0,0.009050716995033006,0.009060134637882125,0.009055425816457565,0.0090561663436634,72.44340653166053,0.5924217646688703
14,AUDUSD_10min50,buy,AUDUSD,10min,0.14285714285714285,0.16234734346114588,0.73283643,0.7343035699999999,0.7335699999999999,0.73387,119.09314074279278,4.8704203038343765
15,EURUSD_10min50,buy,EURUSD,10min,0.14285714285714285,0.10150531484039718,1.17327,1.17327,1.17327,1.1733,119.0931407427928,0.3045159445211916
